Comment,anti1,anti2,anti3,cent1,cent2,cent3,sov1,sov2,sov3,none1,none2,none3,Populism
"dass bei Waffendeals haufenweise Politik involviert ist

Waffenmafia schmiert weltweit korrupte Politik.

Das läuft über Mittelsmänner und frauen 

Über Firmenkonstruktionen Anwälte Steuerberater undsoweiter

doch da bleibt der Deckel drauf.


Gegen die Waffenmafia und gegen die Drogenmafia da steht keiner auf!


Das einzige was hilft sind Politiker die sich nicht schmieren lassen.

Schwierig beim hierzulande üblichen Postenschacher und leider weit verbreiteten widerlich zynischen und gierigen Politikerpersonal

Da wird geschoben und an Freunderln verteilt dass sich die Balken biegen

Anstand und Ehrlichkeit werden als Naivität und Gutmenschentum niedergemacht.

Stattdessen brutale Machiavellisten.

Das Einfallstor für die Mafia.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Ich verstehe, was Sie meinen. Aber warum die Blockwarte gewinnen lassen? Bin als Schwangere auch ausgenommen und trage halt immer, wenn ich Öffis brauche, den Mutter-Kind-Pass und die Verordnung mit mir rum.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das ist der einzige und eigentliche Sinn dahinter.
Die SPOE will ihr (!) Wien behalten und das tut sie wie immer, indem sie Menschen mit jobs direkt an die Stadt Wien, vulgo SPOE, bindet.
Geiselhaft nennt man das.
Das eigentliche Thema , sogenannte Strassenarbeiter, also streetworker, die auf wundersame Weise Jugendliche, die sich genau an nichts halten, diesmal ohne Strafandrohung, sanft zum Guten überreden, dieses fantasierte Wunder lasse ich umkommentiert...",0,0,1,0,0,0,0,0,0,1,1,0,0
"Impfungen fahren das Immunsystem nicht herunter, ganz im Gegenteil. Woher haben Sie diesen Unsinn?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Langfristig denkende Staatsmänner waren immer ""Elite"" - und genau das erwarte ich auch von einem Politiker, keinen rechtspopulistischen ""Einer-von-uns""-Typen oder Studienabbrecher. In de Wiege der Demokratie, dem antiken Griechenland, wares logisch, dass zur Staatsführung Bildung und Weisheit gehört. Eigentlich ist der ""Mann aus dem Volk"" eines der größten Übel, das für den gegenwärtigen Niedergang der demokratischen Kultur verantwortlich ist - da er dem einfachen Volk nach dem Maul redet und seine Bildungsferne und Denkfaulheit nur unterstützt und es gleichzeitig so herrlich mit Hilfe des verkommenen Boulevards manipuliert.

Ja, ich möchte wieder sog. ""elitäre"" Politiker und keine populistischen Kasperl, und so wie mir geht es vielen!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Bitte bei Schwedens Wirtschaft nicht vergessen, wie verzahnt alles (besonders in Europa) ist. Wenn Schweden die einzigen waren, die die Wirtschaft nicht komplett runterfahren wollten, dann hatten sie keine Chance weil alle anderen es taten. Zulieferketten sind einfach international zerstreut.

Am Rest tut mir nur der Euphemismus ""beherzt"" etwas weh....;))",0,0,0,0,0,0,0,0,0,1,1,1,0
"Der übliche Mix aus populistischen Halbwahrheiten und dreisten Lügen, und das alles mit wohlwollender Duldung einer grünen Partei, deren Rückgrat mittlerweile multipel gebrochen ist. Jede/r Österreicher/in mit einem Rest Empathie kann sich für diese Regierung nur noch schämen.",1,1,1,0,0,1,0,0,0,0,0,0,1
"Tatsächlich ist die Aufklärung und das wissenschaftliche Denken westlich-moderner Tradition aus Einflüssen entstanden, die einerseits aus der griechischen und römischen Antike und andererseits aus dem Christentum (und dem Judentum) stammen. Religion und Wissenschaft stehen in einem gewissen Spannungsverhältnis ja - aber beide bieten sie Denkgerüste und Methoden für den Menschen seine Umwelt, die Welt und das Universum zu erklären. 

Die frühen modernen Naturwissenschaftler des 16./17. Jahrhunderts wollten die Schöpfung studieren und sahen sich moralisch der Wahrheit verpflichtet - dies auch aus einer christlichen Tradition heraus. 

Auch Humanismus, moderne Philosophie und Aufklärung wären ohne all diese älteren Einflüsse undenkbar.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Karajan ist 1933 und 1935 nochmals in die NSDAP eingetreten, war also sogenannter Illegaler.

Für seine Karriere hat er also die Zerstörung der Republik akzeptiert. Seine Karriere wäre indes wenig gehindert worden, hätte er dies nicht getan, denn viel wichtiger dafür waren seine Gönner aus der NS-Elite, denen war sowas herzlich egal, solang ihnen einer gefiel. Mit Verfolgung o.ä. hätte er sogar gar nicht zu rechnen gehabt. Auch Antisemitismus scheint ihm nicht fremd gewesen zu sein.

Wie oft muss man die Festspiele dirigieren, damit einem Schausberger vergibt?",0,0,0,0,0,0,0,0,0,1,1,1,0
"hab letztens ein FPÖ-Standl vor dem Schwimmbad gesehen. Ein Mädel fragte mich barsch ob ich einen Kuli wolle.

... DAS ist keine Partei, die Politik fürs Volk macht. und nein, das potentielle Schreibgerät konnte mich nicht darüber hinweg täuschen.

Die und ihre Handlanger haben unser Land 1,5 Jahre mit allen möglichen, erlogenen Horrormeldungen über Flüchtlinge terrorisiert und dann, nachdem sie in der Regierung waren sofort dem 10-Stunden-Arbeitstag zugestimmt.

Ich bin zwar Atheist aber in dem Fall wünsche ich mir eine Hölle in der dieses korrupte und unmoralische Pack und seine Handlanger und Anhänger brennen könnten.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Die Unis werden von SteuerzahlerInnen finanziert. Auslaendische Studierende beteiligen sich nur in sehr kleinem Mass an der Finanzierung. Das ist ja auch OK, solange sich der Austausch von Studierenden ungefaehr in einem Gleichgewicht befindet. Dies ist jedoch hier nicht der Fall: Es gab 2017 ca. 30000 deutsche Studierende in Oesterreich. 2018 gab es ca. 13000 oesterreichische Studierende in Deutschland (genauere Zahlen hab ich nicht zur Hand, aber es laesst sich mMn gut vergleichen). Es herrscht also ein sehr grosses Ungleichgewicht.
Deutsche stellen den groessten Anteil auslaendischer Studierender. Im Psychologiestudium an der Uni Innsbruck zB. inzwischen 80%. In Innsbruck wohnen ca. 12.000 Deutsche, das sind ca. 10% der Einwohner.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Russland lebt keine direkte Demokratie. Abstimmung von der Politik erarbeitete Inhalte und dann, wenn sie das will, ist im besten Falle nur homöopathisch verdünnte direkte Demokratie, wenn das ein autoritärer Herrscher tut, ist es gar keine Demokratie mehr, das hat sich seit Napoleon III. nicht geändert.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Kann mich noch bestens an die letzten Landtagsswahlen erinnern wo der Pühringer den gesamte Wahlkampf geführt hat und dann sofort nach der Wahl zurückgetreten ist. Der Stelzer wurde dann unmittelbar nach der Wahl aus dem Schatten der öffentlichen Wahrnehmung zum Landeshauptmann. Viele waren zu Recht ob dieser verlogenen Aktion verärgert. Hoffentlich haben die Menschen das nicht vergessen.

Und jetzt die Regierungsarbeit auszusetzen bis die Wahlen vorbei sind. Mir ist unverständlich wie man so dermaßen rückgratlos und ideallos sein kann wie so viele der ÖVP Politiker. Das einzige Interesse von denen scheint der eigene Machterhalt zu sein, dem wird alles anders untergeordnet.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Das frage ich mich wirklich. Die einzige Erklärung, welche einigermassen logisch ist, ist die Kompensation der schwächeren Flotte und somit die Flexibilität schnell ""irgendwo"" zu intervenieren.

Was aber denken sie, wofür sowas Sinn ergibt?
https://www.defensenews.com/smr/nuclear-arsenal/2019/01/28/trumps-new-nuclear-weapon-has-entered-production/",0,0,0,0,0,0,0,0,0,1,1,1,0
"""Gegen Menschen, die sich selbstermächtigen, weil sie das nichtssagende bla bla, der Politikerkaste satt haben.""
Selbstermächtigung ist eine Stufe der Anarchie. Sie führt, wenn sich alle möglichen ""Mächtigen"" eine Ecke der Macht gesichert haben, zu Bürgerkriegen. 
Es steht jedem frei, sich über das nichtssagende Blabla bei der nächsten Wahl zu bedanken, nicht jedoch selbstgefällig und selbstermächtigt, womöglich mit Gewalt oder Morddrohungen über die Meinung anderer, möglicher- bis warscheinlicherweise einer Mehrheit, drüberzufahren. Extremisten, wurscht welcher Couleur, haben oft das Problem, ihre Meinung für die einzig Richtige zu halten.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Der Westen ist verlogen und verheuchelt!

Das es soweit kommt war mindestens beim Mauerfall, als der Kapitalismus die Welt für sich vereinnahmte abzusehen!

Schon da hätte der Westen mit seiner falschen Moral den Kapitalismus einhegen müssen! Das aufgeblasene Geldsystem wieder regulieren und Vermögen einsammeln müssen.

Was in Brasilien passiert, passiert im Ostblock ebenso! Massive Zerstörung der Natur und Aufkauf von großen Flächen dank korrupte Politiker! Allen voran von deutschen!

Und die EU schaut überall tatenlos zu!! Während auch in Europa immer mehr Menschen verarmt werden!!

Hoffentlich vernichtet sich die Menschheit bald. Die Natur wird sich wieder erholen.
Auf arte konnt gerade Doku über illegale Müllgeschäfte mit der Mafia.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Die Zahlen bei Corona gehen seit 2. November 2020 hinunter laut coronatracker.at und laut  TU-Professor Alexander Pucher, für mich Lockdown zu jetzigen Stand unbegründet.

https://homepage.univie.ac.at/alexander.pucher/covid/show_covid.php

https://coronatracker.at/",0,0,0,0,0,0,0,0,0,1,1,1,0
"der nur mit dem Geld der anderen etwas anfangen kann. Etwas anderes kommt Ihnen wohl nicht in den Sinn!
Die sogenannten Wirtschaftsbonzen erwirtschaften das Geld in den Betrieben mit und auch für ihre Arbeitnehmer selbst.
Bei den roten Bonzen handelt es sich um Steuergeld der brav arbeitenden Bevölkerung das die sich greifen und auf Grund ihrer Macht den Leuten entwenden!",1,1,1,1,1,1,0,0,0,0,0,0,1
"alkoholismus können nicht so viele sein, sonst würden nicht brauereien pleite gehen und winzer jammern...",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wir brauchen uns nix vormachen 
Der Westen leidet unter Dekadenz! Wird untergehen. 

Im deutschen Bundestag tragen über die Hälfte keine Masken. Soviel zu Vorbild der Politik. Unglaubwürdig ist das alles !!

Den ganzen Sommer hatte die Politik Zeit entsprechende Maßnahmen vorzubereiten! Das im Herbst und Winter die Ansteckung steigt ist ein alter Hut.

Politik interessiert sich nicht mehr für den normalen Bürger! Hauptsache die Reichen werden noch reicher. Und die Pensionen,  Gehälter der Politiker wurde ja gesetzlich festgelegt. Also werden vom Normalo, dem Arbeiter lieber die Rente gekürzt. Bevor die Politik was abgibt. 
Ist wie mit den Flüchtlingen. Alles verlogen. Oder hat in Österreich einer einen Flüchtling aufgenommen?!",1,1,1,1,1,0,0,0,0,0,0,0,1
"Was wäre dann gscheiter? Einzelpersonen demokratisch wählen?
Und der natoeinsatz war OK, niemand braucht Diktatoren. 
Und die Demokratie wird nicht hintertrieben. Du wählst eine Partei, du bekommst eine Partei. Irgendwann kannst du die Partei wieder abwählen. Damit ist der Demokratie genüge getan. Und direkte Demokratie ist auch nicht besser. Hat man an der letzten Schweizer Abstimmung gesehn.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Die Wirkung der Impfung ist, dass die Wahrscheinlichkeit schwerer Verläufe massiv gesenkt wird, es ging nie um die 100%ige Vermeidung von Männerschnupfen (wobei auch der bei Geimpften deutlich seltener auftritt).",0,0,0,0,0,0,0,0,0,1,1,1,0
"mein geahltszettel hat gesagt:

Du kannst dir voll teures Elektroglump kaufen!

Meine Stromrechnung aber dann so:

NEIN! hahahaha",0,0,0,0,0,0,0,0,0,1,1,1,0
"Den Mond besiedeln wäre mir lieber, also wegen Bier Nachschub und so ...",0,0,0,0,0,0,0,0,0,1,1,1,0
"Nach allen Meldungen aber mit ""Astra"" der ist kein RNA, also nachdenken bevor man so was postet!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ist ein Nudelkater ein kater, der nudeln isst oder wie eine nudel ausschaut?",0,0,0,0,0,0,0,0,0,1,1,1,0
"ich koche nur mit weissem dinkelmehl, das schmeckt viel besser als weizenmehl und ist ebenfalls glatt",0,0,0,0,0,0,0,0,0,1,1,1,0
"https://de.m.wikipedia.org/wiki/Propaganda


Propaganda (von lateinisch propagare‚ weiter ausbreiten, ausbreiten, verbreiten) bezeichnet in seiner modernen Bedeutung[1] die zielgerichteten Versuche, politische Meinungen oder öffentliche Sichtweisen zu formen, Erkenntnisse zu manipulieren und das Verhalten in eine vom Propagandisten oder Herrscher erwünschte Richtung zu steuern.[2][3][1][4] Die verschiedenen Seiten einer Thematik nicht darzulegen sowie die Vermischung von Information und Meinung charakterisieren dabei die Propagandatechniken.[3] Dies steht im Gegensatz zu pluralistischen[5] und kritischen[6] Sichtweisen, welche durch unterschiedliche Erfahrungen, Beobachtungen und Bewertungen sowie einen rationalen Diskurs[7][8] geformt werd",0,0,0,0,0,0,0,0,0,1,1,1,0
"Unsinn. Junge Menschen, die zum Beispiel ein Studium beginnen, und die eine Freundin oder einen Freund suchen, können das nicht auf Veranstaltungen, bei denen ein Mindestabstand von 2 Metern eingehalten wird. Das ist in der Lebensphase aber nun mal wichtig. Liegt bei mir zwar schon 40 Jahre zurück, aber ich bin weder so vergesslich noch so dumm, dass ich es nicht mehr wüsste.",0,0,0,0,0,0,0,0,0,1,1,1,0
"aber das ist schon auffällig: bei den youtube- Geschichten,oder anderen feministischen Themen werden Rollenbilder, Strukturen, Einfluss der Umgebung auf die Mädchen gerne bis ins Detail analysiert. Von “Freiwilligkeit“ keine Rede.

Wenns um den Hijab geht: immer freiwillig, weil die Frau das so will.

btw: mir kommt bei diesen “Influencerinnen“ und den von ihnen vermittelten Inhalten das Schaudern.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wir hatten einen Typ, der hat, als es anfing, ungemütlich zu werden, an unzähligen Stellen kleine Phyton scripts hinterlegt, die randomized anfingen, die Infrastruktur zu attackieren, wenn er nicht täglich mehrere bestimmte files mit komplexen hash keys aktualisierte.

Wir sind bis heute nicht sicher, wer das war, weil das Desaster erst ca. drei Monate nach der Kündigungswelle losging und es etwa ein Jahr dauerte, das in den Griff zu bekommen. Im Endeffekt blieb nichts anderes übrig, als alle Switches und Router auf andere Fabrikate zu tauschen, da die Firmware immer schlimmer manipuliert wurde. War sehr kosteneffizient, das Ganze.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Aber man sieht sehr schön, WIE abgehoben unsere Politiker und Beamten sind. Es hat sich seit der Monarchie praktisch nichts geändert, wir werden als Pöbel bezeichnet und diese Gauner bereichern sich auf unsere Kosten.

Dieses Verhalten ist demokratiezersetzend und sollte eigentlich mit mindestens 10 Jahren Haft bestraft werden.",1,1,1,1,0,0,0,0,0,0,0,0,1
"Der letzten Absatz stellt eine völlig falsche Denkweise an den Tag. Es ist die gleiche Denkweise, die das Desaster bewirkt hat. 
Viele Regierungen wollten auch erst dann handeln, wenn auch wirklich klar ist, dass es eine Pandemie ist und dass auch wirklich viele Menschen infiziert werden und auch sterben, etc., statt den Hausverstand ein zu setzen und nach dem Vorbild Chinas zu versuchen, die Epidemie im Keim zu ersticken.

Der Hausverstand sagt: Wenn das Virus vom Menschen auf Hamster, Katzen, Hunde und Nerze überspringen kann, dann auch umgekehrt. Im übrigen liegt der Verdacht nahe, dass die dänische Virus-Variante genau so entstanden ist: Durch Mutation in Nerzen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Psychiatrisch betrachtet ist diese allgemeinste Fassung des Begriffs irreführend, da zB Zigarettenrauchen am Gehsteig argumentativ in diesen Rahmen gezogen werden kann. Damit ist aber ein Grad an Allgemeinheit der Bedeutung entstanden, der dem Gemeinten n icht mehr gerecht wird. Man könnte ja jede Geburtstagsfeier als ""Projekt"" bezeichnen, was mitunter ja geschieht. Nur handelt es sich dabei um kein Projekt, zumal wesentliche Definitionskriterien fehlen - obwohl: beidesmal wird organisiert. Das ist aber zuwenig, insbes. in ernsthaft diskutierenden Runden.
Asozial, antisozial ... das findet man in fast allen Konzernen in der Führungsetage und hat nicht selten mit persönlichkeitsgestörten Eigenschaften zu tun: psychiatrisch Eingemachtes ...",0,1,0,0,0,0,0,0,0,1,0,1,0
"in großem Stil manipuliert und u.a. Europa nachhaltig verändert.
https://www.theguardian.com/uk-news/2018/may/05/cambridge-analytica-scl-group-new-companies-names
Wie gefährlich diese westlichen,  privaten Geheimdienste wirklich sind.
https://www.timesofisrael.com/cambridge-analytica-linked-businessman-helped-start-black-cube-lawsuit-claims/
Wer Wahlen in UK manipuliert hat und manipulieren wird.
https://www.thedailybeast.com/cambridge-analytica-secrets-covered-up-by-emerdata-rebekah-mercer-jennifer-mercer-alexander-nix-julian-wheatland 
Wo Medien `Russland´draufschreiben und darunter vermarkten, muss Russland nicht unbedingt drin sein
https://www.bellingcat.com/news/uk-and-europe/2019/10/01/smash-and-grab-the-uks-money-laundering-machine/",1,1,1,0,0,0,0,0,0,0,0,0,1
"""Hausverstand"" nennen es manche Leute nur dann, wenn sie eine Bauchentscheidung getroffen haben und diese glauben, rechtfertigen zu müssen. Ehrlicher wäre es, zur irrationalen Bauchentscheidung zu stehen als mit etwas zu argumentieren,  das es gar nicht gibt.
Da ein Haus per se keinen Verstand besitzt, kann es auch keinen Hausverstand geben.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Darfg man eigentlich mit vollem Mund posten?

Rot: Nein, das gehört sich einfach nicht.
Grün: Interessiert eh ka Sau.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ui das is aber ideologieschwanger hier. 

Novomatic ist also Klassenfeind, das Böse, ... Fr. Glawischnig wird Charakter- und Prinzipienlosigkeit vorgeworfen, weil sie dort einen Job angenommen hat.

Sind die 25k MA von Novomatic wirklich alles rückgratlose Charakterschweine oder ist das Klassenkampf Narrativ vielleicht einen Hauch überzogen?

Jetzt könnts mi herwatschen ...",0,0,0,0,0,0,0,0,0,1,1,1,0
"Es ist genauso richtig Stalin als Kommunist zu bezeichnen, wie ein Mensch der ein Monopol anstrebt und für richtig empfindet als Kapitalisten. 

Es gibt die Ideologie des Kapitalismus/Sozialismus und die Personen, die sich innerhalb der Ideologie bewegen, die eben nicht Kenner oder 100% Anhänger dieser Ideologie sind. Die die Ideologie für ihre Bedürfnisse neu interpretieren. Siehe Stalin. 

Wer ein großes Vermögen hat, muss nicht automatisch ein Kapitalist sein. 

Kapitalismus ist bis jetzt der einzige Garant für eine stabile Demokratie gewesen. Leider gibt es Kräfte, die dagegen arbeiten. Wenn Gesetze geändert werden um den Wettbewerb zu behindern, dann ist die Demokratie gefährdet.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Also, ich habe keine Ahnung, bin verbissen, verbohrt und verlogen. 600 000 wären viel besser ausgegeben, um die 500 000 Millionen Euro Verschwendung beim Krankenhaus Nord zu decken. Oder einige Kassenärzte. Sagt halt eine Verbissene, Verbohrte, Verlogene.",0,0,0,0,0,0,0,0,0,1,1,1,0
"""Wien verliert in Brüssel an Bedeutung""

Tja, das hätte sich Rendi rechtzeitig überlegen müssen. Gesagt hatte man es der ""glühenden Europäerin"" ja. Aber wenn der Hass und kleinliches Wahlkalkül überwiegen, dann muss man die Suppe auch auslöffeln.

Und es wird noch viel zum Auslöffeln geben. Die Wähler werden es ihr ""danken"" ;-)",0,0,1,0,0,0,0,0,0,1,1,0,0
Ihr bei Kfz Behörde registriertes Auto ist dauerhaft mit der Behörde verbunden ? ..,0,0,0,0,0,0,0,0,0,1,1,1,0
"so wie bei den mundgerechten wassermelonenhäppchen (fürs büro?) da werden plastiksackerln abgeschafft und stellt dann vitrinen voll mit plastik verpackten ""to-go"" produckten hin",0,0,0,0,0,0,0,0,0,1,1,1,0
"und es hat zur Freiheit geführt und die Macht wurde dem Volk gegeben (Parlament) und die Kirche hatte keine Zwangsdurchsetzungsgewalt mehr, aber es gibt Kräfte, die das anders wollen und das Parlament sollte aufpassen, dass das Volk die Macht nicht wieder verliert",1,0,0,0,0,0,1,1,1,0,0,0,1
"Masken, Lebenshilfe, Filmtipps, Sonstiges? Oder kann ich weg?

Bin wirklich ziemlich k.o. Heute zerreißen wir eh nix mehr. Morgen ist auch noch ein Tag :)",0,0,0,0,0,0,0,0,0,1,1,1,0
"Arbeite als Programmierer/Entwickler in der Startup Branche, da gibt jede Firma jeden Angestellten einen all-in Vertrag!

Abspielen Frechheit, habe mich auch schon mehr Mals beschwert... Folge daraus ist einfach das ich 0 Überstunden mache, falls Mal stressiger wird arbeite ich in der Folge Woche einfach die Stunden weniger.

Beschwert hat sich darüber aber noch keiner bei mir. Ich weiß aber das wenn das einfacher zu ersetzende Angestellte (Marketing/Support) das machen das die Probleme bekommen.
Was eine absolute Frechheit ist!",0,0,0,0,0,0,0,0,0,1,1,1,0
"sind vor allem ""Schreiberlinge"" (als Journalisten kann man solche kaum bezeichnen) die das Stimmverhalten bei Parteitagen von einer Mitgliederbefragung nicht unterscheiden können.
Es sind solche ""Schreiberlinge"" die Umfragen mit einem Sample von ~ 600 Personen für repräsentativ erachten und gleichzeitig das Stimmverhalten von 46.579 Menschen als nahezu wertlos betrachten.
Die angeblich so ""verärgerten Funktionäre"" haben entweder selbst mitgestimmt oder sich der Stimme enthalten (selber schuld).
Dass trotz des Gegenwindes von hochrangigen Funktionären die größte Beteiligung an der Mitgliederbefragung erzielt wurde und davon über 71% für die Vorsitzende gestimmt haben ist wohl als Erfolg zu werten.
Doch das kümmert solche Schreiberlinge nicht",0,1,0,0,0,0,0,0,0,1,0,1,0
"Es gibt genügend Beispiele, die Ihre implizierte Behauptung, daß man daraus eine Allgemeingültigkeit ableiten kann, falsifiziert.

Der Hitler-Vergleich ist dumm und unzutreffend, weil man Afghanistan nicht mit Hitler-Deutschland vergleichen kann.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Naja, so Nischenblätter gehen schon noch. Ein Magazin über Zehennägel und Fußpflege hat bestimmt noch Platz.",0,0,0,0,0,0,0,0,0,1,1,1,0
was für ein Blödsinn und ne Frechheit sondergleichen. Das einzig ekelhafte sind ihre lächerlichen Anschuldigungen und für die sollten sie sich schämen.,0,0,0,0,0,0,0,0,0,1,1,1,0
"Danke für dieses Posting. 
Ich halt mich mit Hausverstand an die Regeln. Eher sehr strikt. Tut mir nix und ich hab das Gefühl, im Sinne derer zu handeln, die jetzt arm dran sind und davon profitieren würden, wenn die Zahlen sinken.. Mediziner in ICUs, Künstler, Gastronomen, Handelsangestellte, Lehrer, Kinder...

Das ist mir WICHTIG!!!

UND: Tut überhaupt nicht weh. 

Und ich kämpfe dennoch dafür, dass ab Vollbetrieb Schule die Kinder viel draußen unterrichtet werden, damit die armen nicht zu lange am Stück Maske tragen müssen..

Das wiederum ist zu viel Hausverstand für Direktion und Lehrerschaft .",0,0,0,0,0,0,0,0,0,1,1,1,0
"Jeder der will kann Geldverdienen ins Zentrum seines Lebens stellen. 

Nicht direkt zur Unterdrückung der Armen, einfach zur Vermehrung des Eigentums der Reichen. Der Unterschied ist, dass die Motivation ein spezieller Vorteil für die ""Verschwörer"" ist, kein gezielter Nachteil für eine bestimmte Gruppe.
Sie können sich gerne unabhängig über das Kreditgeld-System informieren.

Nein für eine ""lukrative"" Karriere braucht man Fähigkeiten für die andere bereit sind viel zu bezahlen. Das sind also insbesondere solche, die Geld vermehren. In diesen Bereich dingt man als ""armer"" kaum vor - obwohl es möglich wäre. Aber wer wird schon zum Beispiel Investment-Banker? Die Nachkommen von Bankern, die das System mit der Muttermilch aufziehen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"... Ihren Mitmenschen und den von diesen gewählten Politikern. Woher nehmen Sie die Zuversicht, dass diese Zentralisten (fast) immer in Ihrem Sinn entscheiden werden?

Wenn es in der EU, dort wo dies in der Kompezenz der Mitgliedsstaaten (MS) liegt, unterschiedliche Regelungen gibt, kann 
1.  ein MS vom anderen lernen und 
2. die Bürger in jene MS ziehen, deren Regeln ihnen mehr zusagen. 

Wenn alle Regeln in der ganzen EU überall gleich sind, entkommen sie diesen nur,  wenn Sie die EU verlassen. 

Diese zentralistische Anmaßung widerspricht auch dem Subsidiaritätsprinzip, das Selbstbestimmung und Demokratie gewährleistet und Machtkonzentration entgegenwirkt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"""Der Hotelier und seine Frau sollen den Einsatz trotz mehrfacher Belehrung der Polizisten gefilmt haben.""

...trotz mehrfacher Belehrung wogegen konkret? Das Filmen ist erlaubt, evtl. sollte jemand die Polizisten belehren?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Nichts, wenn es sinnvoll ist. Latex in git? Ja, bei masterarbeit oä. Markdown hausübungen in git? Meh. Da reicht die seafile versionierung genasuso gut (die im hintergrund mit git arbeitet).

Nicht immer braucht man commits und bevor man beginnt jeden commit ""change 78"" zu nennen kann man auch automatische versionierung nutzen wo man rein garnichts dafür tun muss außer STRG+S zu drücken.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das Ganze ist eine riesige Frechheit.
Der Bauer gibt Flächen aus dem Grundbuch an, dann überprüfen die Bürokraten und erklären das für falsch. 
Die sollen gleich die Flächen nach ihrer Maßgabe feststellen und dementsprechend die Förderung auszahlen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"diese Unverfrorenheit. In Zeiten, wo der Großteil der Pisten künstlich beschneit werden muss, was ja bekanntlich extrem Umweltfreundlich ist, diese Tourismusbranche auf kosten der Natur derart ungeniert zu sponsern finde ich eine Frechheit. Warum nicht den Kindern das Wandern oder Radfahren näher bringen? Ist deutlich billiger und umweltschonender. Auch nachhaltiger. -Ach ja, da ist man wohl noch jemanden ein Versprechen schuldig!
Dass die Grünen auch da mit machen- kopfschüttel",0,0,1,0,0,0,0,0,0,1,1,0,0
"Das ist nicht nur diese Regierung, sondern auch das Personal darunter.
Was in diesem Interview zum Vorschein kam, ist nicht zu glauben. Inkompetenz, Arroganz, und das ganze stolz vor sich hertragend. 
22 Jahre für Erstellung des digitalen Impfpasses, und stolz darauf. Impfstop wegen Weihnachten. „Vorbereitungsimpfung“. 12 Jänner, weil wir das immer so geplant haben. Über 80jährige ab März. Und über allem das steife Dauergrinsen und die innere Erbostheit, dass man diesen gefährlichen Irrsinn in Frage stellt. 
Die Schwarzen zerstören dieses Land mit Wahnsinnsgeschwindigkeit, und Grün macht den gefälligen Handlanger.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Die Opposition fordert faktenbasierte Politik und begleitende Forschung für einen dritten Lockdown oder die nächste Pandemie.

Jetzt wirds richtig eng für die Glaubensgemeinschaft in Regierungsverantwortung, die mit so etwas ja gar keine Freude hat.",1,1,1,0,0,0,0,0,0,0,1,0,1
"Mir ist eine in Graz lebende gesunde! Person bekannt, keine 35 Jahre alt, die seit nunmehr 5! Jahren die soziale Hängematte ""bedarfsorientierte Mindestsicherung"" auf unverschämte Weise bei vollem Bezug ausnutzt. Macht hochgerechnet für den Steuerzahler: 885,48€/M (BMS) + 143€/M (Wohnunterstützung) = 1028,48€/M. Auf 5 Jahre hochgerechnet: 61.708,80€. Hinzu kommen noch kostenlose Krankenversicherung, Rezept- und GIS-Gebührenbefreiung. 200€ ""verdient"" er sich im Monat hinzu, plus 200€ Almosen von Verwandtschaft. Nettoverdienst 1428,48€/M. Das AMS sanktioniert seit 5 Jahren keine noch so dreiste Ausrede sich vor Arbeit oder Ausbildung zu drücken! Als Steuerzahler kann ich diese skrupellose Tachinieren und Schmarotzen nicht gutheißen!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ein Jäger zum anderen;

Du, ich habe gestern deine Frau getroffen.

Der Andere;

Oh! Waidmansdank!",0,0,0,0,0,0,0,0,0,1,1,1,0
